Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,IncomeToLoanRatio,EMI,BalanceIncome,FamilySize,HasCreditHistory,IsGraduate,IsSelfEmployed,IncomeBand,LoanAmtBand,TermBand
LP001086,Male,N,0,Not Graduate,N,1442,0.0,35.0,360.0,1.0,Urban,N,1442.0,0.0412,97.22222222222223,1344.7777777777778,1,1,0,0,<2.5k,<100k,301–360
LP001087,Female,N,2,Graduate,,3750,2083.0,120.0,360.0,1.0,Semiurban,Y,5833.0,0.04860833333333334,333.3333333333333,5499.666666666667,3,1,1,0,5–10k,100–150k,301–360
LP001091,Male,Y,1,Graduate,,4166,3369.0,201.0,360.0,,Urban,N,7535.0,0.037487562189054725,558.3333333333334,6976.666666666667,3,0,1,0,5–10k,200–300k,301–360
LP001095,Male,N,0,Graduate,N,3167,0.0,74.0,360.0,1.0,Urban,N,3167.0,0.042797297297297296,205.55555555555554,2961.4444444444443,1,1,1,0,2.5–5k,<100k,301–360
LP001097,Male,N,1,Graduate,Y,4692,0.0,106.0,360.0,1.0,Rural,N,4692.0,0.044264150943396224,294.44444444444446,4397.555555555556,2,1,1,1,2.5–5k,100–150k,301–360
LP001098,Male,Y,0,Graduate,N,3500,1667.0,114.0,360.0,1.0,Semiurban,Y,5167.0,0.045324561403508774,316.6666666666667,4850.333333333333,2,1,1,0,5–10k,100–150k,301–360
LP001100,Male,N,3,Graduate,N,12500,3000.0,320.0,360.0,1.0,Rural,N,15500.0,0.0484375,888.8888888888889,14611.111111111111,4,1,1,0,10–20k,>300k,301–360
LP001106,Male,Y,0,Graduate,N,2275,2067.0,,360.0,1.0,Urban,Y,4342.0,0.041426539654408505,365.2777777777778,4970.333333333333,2,1,1,0,2.5–5k,Unknown,301–360
LP001109,Male,Y,0,Graduate,N,1828,1330.0,100.0,,0.0,Urban,N,3158.0,0.03158,365.2777777777778,4970.333333333333,2,0,1,0,2.5–5k,<100k,Unknown
LP001112,Female,Y,0,Graduate,N,3667,1459.0,144.0,360.0,1.0,Semiurban,Y,5126.0,0.035597222222222225,400.0,4726.0,2,1,1,0,5–10k,100–150k,301–360
LP001114,Male,N,0,Graduate,N,4166,7210.0,184.0,360.0,1.0,Urban,Y,11376.0,0.06182608695652174,511.1111111111111,10864.888888888889,1,1,1,0,10–20k,150–200k,301–360
LP001116,Male,N,0,Not Graduate,N,3748,1668.0,110.0,360.0,1.0,Semiurban,Y,5416.0,0.049236363636363634,305.55555555555554,5110.444444444444,1,1,0,0,5–10k,100–150k,301–360
LP001119,Male,N,0,Graduate,N,3600,0.0,80.0,360.0,1.0,Urban,N,3600.0,0.045,222.22222222222223,3377.777777777778,1,1,1,0,2.5–5k,<100k,301–360
LP001120,Male,N,0,Graduate,N,1800,1213.0,47.0,360.0,1.0,Urban,Y,3013.0,0.0641063829787234,130.55555555555554,2882.4444444444443,1,1,1,0,2.5–5k,<100k,301–360
LP001123,Male,Y,0,Graduate,N,2400,0.0,75.0,360.0,,Urban,Y,2400.0,0.032,208.33333333333334,2191.6666666666665,2,0,1,0,<2.5k,<100k,301–360
LP001131,Male,Y,0,Graduate,N,3941,2336.0,134.0,360.0,1.0,Semiurban,Y,6277.0,0.04684328358208955,372.22222222222223,5904.777777777777,2,1,1,0,5–10k,100–150k,301–360
LP001136,Male,Y,0,Not Graduate,Y,4695,0.0,96.0,,1.0,Urban,Y,4695.0,0.04890625,365.2777777777778,4970.333333333333,2,1,0,1,2.5–5k,<100k,Unknown
LP001137,Female,N,0,Graduate,N,3410,0.0,88.0,,1.0,Urban,Y,3410.0,0.03875,365.2777777777778,4970.333333333333,1,1,1,0,2.5–5k,<100k,Unknown
LP001138,Male,Y,1,Graduate,N,5649,0.0,44.0,360.0,1.0,Urban,Y,5649.0,0.12838636363636363,122.22222222222223,5526.777777777777,3,1,1,0,5–10k,<100k,301–360
LP001144,Male,Y,0,Graduate,N,5821,0.0,144.0,360.0,1.0,Urban,Y,5821.0,0.04042361111111111,400.0,5421.0,2,1,1,0,5–10k,100–150k,301–360
LP001146,Female,Y,0,Graduate,N,2645,3440.0,120.0,360.0,0.0,Urban,N,6085.0,0.050708333333333334,333.3333333333333,5751.666666666667,2,0,1,0,5–10k,100–150k,301–360
LP001151,Female,N,0,Graduate,N,4000,2275.0,144.0,360.0,1.0,Semiurban,Y,6275.0,0.04357638888888889,400.0,5875.0,1,1,1,0,5–10k,100–150k,301–360
LP001155,Female,Y,0,Not Graduate,N,1928,1644.0,100.0,360.0,1.0,Semiurban,Y,3572.0,0.03572,277.77777777777777,3294.222222222222,2,1,0,0,2.5–5k,<100k,301–360
LP001157,Female,N,0,Graduate,N,3086,0.0,120.0,360.0,1.0,Semiurban,Y,3086.0,0.025716666666666665,333.3333333333333,2752.6666666666665,1,1,1,0,2.5–5k,100–150k,301–360
LP001164,Female,N,0,Graduate,N,4230,0.0,112.0,360.0,1.0,Semiurban,N,4230.0,0.037767857142857145,311.1111111111111,3918.8888888888887,1,1,1,0,2.5–5k,100–150k,301–360
LP001179,Male,Y,2,Graduate,N,4616,0.0,134.0,360.0,1.0,Urban,N,4616.0,0.03444776119402985,372.22222222222223,4243.777777777777,4,1,1,0,2.5–5k,100–150k,301–360
LP001186,Female,Y,1,Graduate,Y,11500,0.0,286.0,360.0,0.0,Urban,N,11500.0,0.04020979020979021,794.4444444444445,10705.555555555555,3,0,1,1,10–20k,200–300k,301–360
LP001194,Male,Y,2,Graduate,N,2708,1167.0,97.0,360.0,1.0,Semiurban,Y,3875.0,0.03994845360824742,269.44444444444446,3605.5555555555557,4,1,1,0,2.5–5k,<100k,301–360
LP001195,Male,Y,0,Graduate,N,2132,1591.0,96.0,360.0,1.0,Semiurban,Y,3723.0,0.03878125,266.6666666666667,3456.3333333333335,2,1,1,0,2.5–5k,<100k,301–360
LP001197,Male,Y,0,Graduate,N,3366,2200.0,135.0,360.0,1.0,Rural,N,5566.0,0.04122962962962963,375.0,5191.0,2,1,1,0,5–10k,100–150k,301–360
LP001198,Male,Y,1,Graduate,N,8080,2250.0,180.0,360.0,1.0,Urban,Y,10330.0,0.05738888888888889,500.0,9830.0,3,1,1,0,10–20k,150–200k,301–360
LP001199,Male,Y,2,Not Graduate,N,3357,2859.0,144.0,360.0,1.0,Urban,Y,6216.0,0.043166666666666666,400.0,5816.0,4,1,0,0,5–10k,100–150k,301–360
LP001205,Male,Y,0,Graduate,N,2500,3796.0,120.0,360.0,1.0,Urban,Y,6296.0,0.05246666666666667,333.3333333333333,5962.666666666667,2,1,1,0,5–10k,100–150k,301–360
LP001206,Male,Y,3,Graduate,N,3029,0.0,99.0,360.0,1.0,Urban,Y,3029.0,0.030595959595959597,275.0,2754.0,5,1,1,0,2.5–5k,<100k,301–360
LP001207,Male,Y,0,Not Graduate,Y,2609,3449.0,165.0,180.0,0.0,Rural,N,6058.0,0.03671515151515151,916.6666666666666,5141.333333333333,2,0,0,1,5–10k,150–200k,<=180
LP001213,Male,Y,1,Graduate,N,4945,0.0,,360.0,0.0,Rural,N,4945.0,0.041426539654408505,365.2777777777778,4970.333333333333,3,0,1,0,2.5–5k,Unknown,301–360
LP001222,Female,N,0,Graduate,N,4166,0.0,116.0,360.0,0.0,Semiurban,N,4166.0,0.03591379310344828,322.22222222222223,3843.777777777778,1,0,1,0,2.5–5k,100–150k,301–360
LP001225,Male,Y,0,Graduate,N,5726,4595.0,258.0,360.0,1.0,Semiurban,N,10321.0,0.04000387596899225,716.6666666666666,9604.333333333334,2,1,1,0,10–20k,200–300k,301–360
LP001228,Male,N,0,Not Graduate,N,3200,2254.0,126.0,180.0,0.0,Urban,N,5454.0,0.04328571428571429,700.0,4754.0,1,0,0,0,5–10k,100–150k,<=180
LP001233,Male,Y,1,Graduate,N,10750,0.0,312.0,360.0,1.0,Urban,Y,10750.0,0.03445512820512821,866.6666666666666,9883.333333333334,3,1,1,0,10–20k,>300k,301–360
LP001238,Male,Y,3,Not Graduate,Y,7100,0.0,125.0,60.0,1.0,Urban,Y,7100.0,0.0568,2083.3333333333335,5016.666666666666,5,1,0,1,5–10k,100–150k,<=180
LP001241,Female,N,0,Graduate,N,4300,0.0,136.0,360.0,0.0,Semiurban,N,4300.0,0.03161764705882353,377.77777777777777,3922.222222222222,1,0,1,0,2.5–5k,100–150k,301–360
LP001243,Male,Y,0,Graduate,N,3208,3066.0,172.0,360.0,1.0,Urban,Y,6274.0,0.03647674418604651,477.77777777777777,5796.222222222223,2,1,1,0,5–10k,150–200k,301–360
LP001245,Male,Y,2,Not Graduate,Y,1875,1875.0,97.0,360.0,1.0,Semiurban,Y,3750.0,0.03865979381443299,269.44444444444446,3480.5555555555557,4,1,0,1,2.5–5k,<100k,301–360
LP001248,Male,N,0,Graduate,N,3500,0.0,81.0,300.0,1.0,Semiurban,Y,3500.0,0.043209876543209874,270.0,3230.0,1,1,1,0,2.5–5k,<100k,241–300
LP001250,Male,Y,3,Not Graduate,N,4755,0.0,95.0,,0.0,Semiurban,N,4755.0,0.05005263157894737,365.2777777777778,4970.333333333333,5,0,0,0,2.5–5k,<100k,Unknown
LP001253,Male,Y,3,Graduate,Y,5266,1774.0,187.0,360.0,1.0,Semiurban,Y,7040.0,0.03764705882352941,519.4444444444445,6520.555555555556,5,1,1,1,5–10k,150–200k,301–360
LP001255,Male,N,0,Graduate,N,3750,0.0,113.0,480.0,1.0,Urban,N,3750.0,0.033185840707964605,235.41666666666666,3514.5833333333335,1,1,1,0,2.5–5k,100–150k,>360
LP001256,Male,N,0,Graduate,N,3750,4750.0,176.0,360.0,1.0,Urban,N,8500.0,0.048295454545454544,488.8888888888889,8011.111111111111,1,1,1,0,5–10k,150–200k,301–360
LP001259,Male,Y,1,Graduate,Y,1000,3022.0,110.0,360.0,1.0,Urban,N,4022.0,0.03656363636363636,305.55555555555554,3716.4444444444443,3,1,1,1,2.5–5k,100–150k,301–360
LP001263,Male,Y,3,Graduate,N,3167,4000.0,180.0,300.0,0.0,Semiurban,N,7167.0,0.03981666666666667,600.0,6567.0,5,0,1,0,5–10k,150–200k,241–300
LP001264,Male,Y,3,Not Graduate,Y,3333,2166.0,130.0,360.0,,Semiurban,Y,5499.0,0.0423,361.1111111111111,5137.888888888889,5,0,0,1,5–10k,100–150k,301–360
LP001265,Female,N,0,Graduate,N,3846,0.0,111.0,360.0,1.0,Semiurban,Y,3846.0,0.034648648648648646,308.3333333333333,3537.6666666666665,1,1,1,0,2.5–5k,100–150k,301–360
LP001266,Male,Y,1,Graduate,Y,2395,0.0,,360.0,1.0,Semiurban,Y,2395.0,0.041426539654408505,365.2777777777778,4970.333333333333,3,1,1,1,<2.5k,Unknown,301–360
LP001267,Female,Y,2,Graduate,N,1378,1881.0,167.0,360.0,1.0,Urban,N,3259.0,0.01951497005988024,463.8888888888889,2795.1111111111113,4,1,1,0,2.5–5k,150–200k,301–360
LP001273,Male,Y,0,Graduate,N,6000,2250.0,265.0,360.0,,Semiurban,N,8250.0,0.031132075471698113,736.1111111111111,7513.888888888889,2,0,1,0,5–10k,200–300k,301–360
LP001275,Male,Y,1,Graduate,N,3988,0.0,50.0,240.0,1.0,Urban,Y,3988.0,0.07976,208.33333333333334,3779.6666666666665,3,1,1,0,2.5–5k,<100k,181–240
LP001279,Male,N,0,Graduate,N,2366,2531.0,136.0,360.0,1.0,Semiurban,Y,4897.0,0.03600735294117647,377.77777777777777,4519.222222222223,1,1,1,0,2.5–5k,100–150k,301–360
LP001280,Male,Y,2,Not Graduate,N,3333,2000.0,99.0,360.0,,Semiurban,Y,5333.0,0.05386868686868687,275.0,5058.0,4,0,0,0,5–10k,<100k,301–360
LP001282,Male,Y,0,Graduate,N,2500,2118.0,104.0,360.0,1.0,Semiurban,Y,4618.0,0.044403846153846155,288.8888888888889,4329.111111111111,2,1,1,0,2.5–5k,100–150k,301–360
LP001289,Male,N,0,Graduate,N,8566,0.0,210.0,360.0,1.0,Urban,Y,8566.0,0.04079047619047619,583.3333333333334,7982.666666666667,1,1,1,0,5–10k,200–300k,301–360
LP001310,Male,Y,0,Graduate,N,5695,4167.0,175.0,360.0,1.0,Semiurban,Y,9862.0,0.05635428571428571,486.1111111111111,9375.888888888889,2,1,1,0,5–10k,150–200k,301–360
LP001316,Male,Y,0,Graduate,N,2958,2900.0,131.0,360.0,1.0,Semiurban,Y,5858.0,0.044717557251908395,363.8888888888889,5494.111111111111,2,1,1,0,5–10k,100–150k,301–360
LP001318,Male,Y,2,Graduate,N,6250,5654.0,188.0,180.0,1.0,Semiurban,Y,11904.0,0.06331914893617022,1044.4444444444443,10859.555555555555,4,1,1,0,10–20k,150–200k,<=180
LP001319,Male,Y,2,Not Graduate,N,3273,1820.0,81.0,360.0,1.0,Urban,Y,5093.0,0.06287654320987654,225.0,4868.0,4,1,0,0,5–10k,<100k,301–360
LP001322,Male,N,0,Graduate,N,4133,0.0,122.0,360.0,1.0,Semiurban,Y,4133.0,0.03387704918032787,338.8888888888889,3794.1111111111113,1,1,1,0,2.5–5k,100–150k,301–360
LP001325,Male,N,0,Not Graduate,N,3620,0.0,25.0,120.0,1.0,Semiurban,Y,3620.0,0.1448,208.33333333333334,3411.6666666666665,1,1,0,0,2.5–5k,<100k,<=180
LP001326,Male,N,0,Graduate,,6782,0.0,,360.0,,Urban,N,6782.0,0.041426539654408505,365.2777777777778,4970.333333333333,1,0,1,0,5–10k,Unknown,301–360
LP001327,Female,Y,0,Graduate,N,2484,2302.0,137.0,360.0,1.0,Semiurban,Y,4786.0,0.034934306569343064,380.55555555555554,4405.444444444444,2,1,1,0,2.5–5k,100–150k,301–360
LP001333,Male,Y,0,Graduate,N,1977,997.0,50.0,360.0,1.0,Semiurban,Y,2974.0,0.05948,138.88888888888889,2835.1111111111113,2,1,1,0,2.5–5k,<100k,301–360
LP001334,Male,Y,0,Not Graduate,N,4188,0.0,115.0,180.0,1.0,Semiurban,Y,4188.0,0.036417391304347825,638.8888888888889,3549.1111111111113,2,1,0,0,2.5–5k,100–150k,<=180
LP001343,Male,Y,0,Graduate,N,1759,3541.0,131.0,360.0,1.0,Semiurban,Y,5300.0,0.04045801526717557,363.8888888888889,4936.111111111111,2,1,1,0,5–10k,100–150k,301–360
LP001345,Male,Y,2,Not Graduate,N,4288,3263.0,133.0,180.0,1.0,Urban,Y,7551.0,0.05677443609022556,738.8888888888889,6812.111111111111,4,1,0,0,5–10k,100–150k,<=180
LP001349,Male,N,0,Graduate,N,4843,3806.0,151.0,360.0,1.0,Semiurban,Y,8649.0,0.05727814569536424,419.44444444444446,8229.555555555555,1,1,1,0,5–10k,150–200k,301–360
LP001350,Male,Y,0,Graduate,N,13650,0.0,,360.0,1.0,Urban,Y,13650.0,0.041426539654408505,365.2777777777778,4970.333333333333,2,1,1,0,10–20k,Unknown,301–360
LP001356,Male,Y,0,Graduate,N,4652,3583.0,,360.0,1.0,Semiurban,Y,8235.0,0.041426539654408505,365.2777777777778,4970.333333333333,2,1,1,0,5–10k,Unknown,301–360
LP001357,Male,,0,Graduate,N,3816,754.0,160.0,360.0,1.0,Urban,Y,4570.0,0.0285625,444.44444444444446,4125.555555555556,1,1,1,0,2.5–5k,150–200k,301–360
LP001367,Male,Y,1,Graduate,N,3052,1030.0,100.0,360.0,1.0,Urban,Y,4082.0,0.04082,277.77777777777777,3804.222222222222,3,1,1,0,2.5–5k,<100k,301–360
LP001369,Male,Y,2,Graduate,N,11417,1126.0,225.0,360.0,1.0,Urban,Y,12543.0,0.05574666666666667,625.0,11918.0,4,1,1,0,10–20k,200–300k,301–360
LP001370,Male,N,0,Not Graduate,,7333,0.0,120.0,360.0,1.0,Rural,N,7333.0,0.061108333333333334,333.3333333333333,6999.666666666667,1,1,0,0,5–10k,100–150k,301–360
LP001379,Male,Y,2,Graduate,N,3800,3600.0,216.0,360.0,0.0,Urban,N,7400.0,0.03425925925925926,600.0,6800.0,4,0,1,0,5–10k,200–300k,301–360
LP001384,Male,Y,3,Not Graduate,N,2071,754.0,94.0,480.0,1.0,Semiurban,Y,2825.0,0.0300531914893617,195.83333333333334,2629.1666666666665,5,1,0,0,2.5–5k,<100k,>360
LP001385,Male,N,0,Graduate,N,5316,0.0,136.0,360.0,1.0,Urban,Y,5316.0,0.039088235294117646,377.77777777777777,4938.222222222223,1,1,1,0,5–10k,100–150k,301–360
LP001387,Female,Y,0,Graduate,,2929,2333.0,139.0,360.0,1.0,Semiurban,Y,5262.0,0.03785611510791367,386.1111111111111,4875.888888888889,2,1,1,0,5–10k,100–150k,301–360
LP001391,Male,Y,0,Not Graduate,N,3572,4114.0,152.0,,0.0,Rural,N,7686.0,0.05056578947368421,365.2777777777778,4970.333333333333,2,0,0,0,5–10k,150–200k,Unknown
LP001392,Female,N,1,Graduate,Y,7451,0.0,,360.0,1.0,Semiurban,Y,7451.0,0.041426539654408505,365.2777777777778,4970.333333333333,2,1,1,1,5–10k,Unknown,301–360
LP001398,Male,N,0,Graduate,,5050,0.0,118.0,360.0,1.0,Semiurban,Y,5050.0,0.042796610169491524,327.77777777777777,4722.222222222223,1,1,1,0,5–10k,100–150k,301–360
LP001401,Male,Y,1,Graduate,N,14583,0.0,185.0,180.0,1.0,Rural,Y,14583.0,0.07882702702702703,1027.7777777777778,13555.222222222223,3,1,1,0,10–20k,150–200k,<=180
LP001404,Female,Y,0,Graduate,N,3167,2283.0,154.0,360.0,1.0,Semiurban,Y,5450.0,0.03538961038961039,427.77777777777777,5022.222222222223,2,1,1,0,5–10k,150–200k,301–360
LP001405,Male,Y,1,Graduate,N,2214,1398.0,85.0,360.0,,Urban,Y,3612.0,0.04249411764705882,236.11111111111111,3375.8888888888887,3,0,1,0,2.5–5k,<100k,301–360
LP001421,Male,Y,0,Graduate,N,5568,2142.0,175.0,360.0,1.0,Rural,N,7710.0,0.04405714285714286,486.1111111111111,7223.888888888889,2,1,1,0,5–10k,150–200k,301–360
LP001422,Female,N,0,Graduate,N,10408,0.0,259.0,360.0,1.0,Urban,Y,10408.0,0.04018532818532818,719.4444444444445,9688.555555555555,1,1,1,0,10–20k,200–300k,301–360
LP001426,Male,Y,0,Graduate,N,5667,2667.0,180.0,360.0,1.0,Rural,Y,8334.0,0.0463,500.0,7834.0,2,1,1,0,5–10k,150–200k,301–360
LP001430,Female,N,0,Graduate,N,4166,0.0,44.0,360.0,1.0,Semiurban,Y,4166.0,0.09468181818181819,122.22222222222223,4043.777777777778,1,1,1,0,2.5–5k,<100k,301–360
LP001431,Female,N,0,Graduate,N,2137,8980.0,137.0,360.0,0.0,Semiurban,Y,11117.0,0.08114598540145986,380.55555555555554,10736.444444444445,1,0,1,0,10–20k,100–150k,301–360
LP001432,Male,Y,2,Graduate,N,2957,0.0,81.0,360.0,1.0,Semiurban,Y,2957.0,0.036506172839506176,225.0,2732.0,4,1,1,0,2.5–5k,<100k,301–360
LP001439,Male,Y,0,Not Graduate,N,4300,2014.0,194.0,360.0,1.0,Rural,Y,6314.0,0.03254639175257732,538.8888888888889,5775.111111111111,2,1,0,0,5–10k,150–200k,301–360
LP001443,Female,N,0,Graduate,N,3692,0.0,93.0,360.0,,Rural,Y,3692.0,0.0396989247311828,258.3333333333333,3433.6666666666665,1,0,1,0,2.5–5k,<100k,301–360
LP001448,Nan,Y,3,Graduate,N,23803,0.0,370.0,360.0,1.0,Rural,Y,23803.0,0.06433243243243243,1027.7777777777778,22775.222222222223,5,1,1,0,>20k,>300k,301–360
LP001449,Male,N,0,Graduate,N,3865,1640.0,,360.0,1.0,Rural,Y,5505.0,0.041426539654408505,365.2777777777778,4970.333333333333,1,1,1,0,5–10k,Unknown,301–360
LP001451,Male,Y,1,Graduate,Y,10513,3850.0,160.0,180.0,0.0,Urban,N,14363.0,0.08976875,888.8888888888889,13474.111111111111,3,0,1,1,10–20k,150–200k,<=180
LP001465,Male,Y,0,Graduate,N,6080,2569.0,182.0,360.0,,Rural,N,8649.0,0.04752197802197802,505.55555555555554,8143.444444444444,2,0,1,0,5–10k,150–200k,301–360
LP001469,Male,N,0,Graduate,Y,20166,0.0,650.0,480.0,,Urban,Y,20166.0,0.031024615384615383,1354.1666666666667,18811.833333333332,1,0,1,1,>20k,>300k,>360
LP001473,Male,N,0,Graduate,N,2014,1929.0,74.0,360.0,1.0,Urban,Y,3943.0,0.05328378378378378,205.55555555555554,3737.4444444444443,1,1,1,0,2.5–5k,<100k,301–360
LP001478,Male,N,0,Graduate,N,2718,0.0,70.0,360.0,1.0,Semiurban,Y,2718.0,0.03882857142857143,194.44444444444446,2523.5555555555557,1,1,1,0,2.5–5k,<100k,301–360
LP001482,Male,Y,0,Graduate,Y,3459,0.0,25.0,120.0,1.0,Semiurban,Y,3459.0,0.13836,208.33333333333334,3250.6666666666665,2,1,1,1,2.5–5k,<100k,<=180
LP001487,Male,N,0,Graduate,N,4895,0.0,102.0,360.0,1.0,Semiurban,Y,4895.0,0.04799019607843137,283.3333333333333,4611.666666666667,1,1,1,0,2.5–5k,100–150k,301–360
LP001488,Male,Y,3,Graduate,N,4000,7750.0,290.0,360.0,1.0,Semiurban,N,11750.0,0.04051724137931034,805.5555555555555,10944.444444444445,5,1,1,0,10–20k,200–300k,301–360
LP001489,Female,Y,0,Graduate,N,4583,0.0,84.0,360.0,1.0,Rural,N,4583.0,0.05455952380952381,233.33333333333334,4349.666666666667,2,1,1,0,2.5–5k,<100k,301–360
LP001491,Male,Y,2,Graduate,Y,3316,3500.0,88.0,360.0,1.0,Urban,Y,6816.0,0.07745454545454546,244.44444444444446,6571.555555555556,4,1,1,1,5–10k,<100k,301–360
LP001492,Male,N,0,Graduate,N,14999,0.0,242.0,360.0,0.0,Semiurban,N,14999.0,0.061979338842975205,672.2222222222222,14326.777777777777,1,0,1,0,10–20k,200–300k,301–360
