Balance_Income,CoapplicantIncome,EMI,Education,Gender,Income_to_Loan_Ratio,Income_x_CreditHistory,Loan_Amount_Term,Loan_Status,Married,Property_Area,Self_Employed
3433.6666666666665,0.0,258.3333333333333,Graduate,Female,0.0396989247311828,7384.0,360.0,1,No,Rural,No
22775.222222222223,0.0,1027.7777777777778,Graduate,,0.06433243243243243,23803.0,360.0,1,Yes,Rural,No
,1640.0,,Graduate,Male,,5505.0,360.0,1,No,Rural,No
13474.111111111111,3850.0,888.8888888888889,Graduate,Male,0.08976875,0.0,180.0,0,Yes,Urban,Yes
8143.444444444444,2569.0,505.55555555555554,Graduate,Male,0.04752197802197802,17298.0,360.0,0,Yes,Rural,No
18811.833333333332,0.0,1354.1666666666667,Graduate,Male,0.031024615384615383,40332.0,480.0,1,No,Urban,Yes
3737.4444444444443,1929.0,205.55555555555554,Graduate,Male,0.05328378378378378,3943.0,360.0,1,No,Urban,No
2523.5555555555557,0.0,194.44444444444446,Graduate,Male,0.03882857142857143,2718.0,360.0,1,No,Semiurban,No
3250.6666666666665,0.0,208.33333333333334,Graduate,Male,0.13836,3459.0,120.0,1,Yes,Semiurban,Yes
4611.666666666667,0.0,283.3333333333333,Graduate,Male,0.04799019607843137,4895.0,360.0,1,No,Semiurban,No
10944.444444444445,7750.0,805.5555555555555,Graduate,Male,0.04051724137931034,11750.0,360.0,0,Yes,Semiurban,No
4349.666666666667,0.0,233.33333333333334,Graduate,Female,0.05455952380952381,4583.0,360.0,0,Yes,Rural,No
6571.555555555556,3500.0,244.44444444444446,Graduate,Male,0.07745454545454546,6816.0,360.0,1,Yes,Urban,Yes
14326.777777777777,0.0,672.2222222222222,Graduate,Male,0.061979338842975205,0.0,360.0,0,No,Semiurban,No
5271.666666666667,1430.0,358.3333333333333,Not Graduate,Male,0.04364341085271318,5630.0,360.0,0,Yes,Rural,No
6611.111111111111,2083.0,513.8888888888889,Graduate,Male,0.038513513513513516,7125.0,360.0,0,Yes,Rural,No
4950.333333333333,0.0,466.6666666666667,Graduate,Male,0.03224404761904762,5417.0,360.0,1,No,Urban,No
5977.777777777777,0.0,972.2222222222222,Graduate,Male,0.039714285714285716,6950.0,180.0,1,No,Semiurban,Yes
4393.111111111111,2034.0,338.8888888888889,Graduate,Male,0.03878688524590164,4732.0,360.0,1,Yes,Semiurban,No
10718.111111111111,0.0,1038.888888888889,Graduate,Male,0.0628716577540107,11757.0,180.0,1,Yes,Urban,No
6538.222222222223,4486.0,277.77777777777777,Graduate,Female,0.06816,6816.0,360.0,1,Yes,Semiurban,No
14671.555555555555,0.0,194.44444444444446,Graduate,Female,0.21237142857142857,14866.0,360.0,1,Yes,Urban,No
2879.6666666666665,1425.0,83.33333333333333,Graduate,Male,0.09876666666666667,2963.0,360.0,1,Yes,Urban,No
11041.0,1666.0,625.0,Graduate,Female,0.05184888888888889,11666.0,360.0,0,No,Rural,No
5342.777777777777,830.0,347.22222222222223,Graduate,Male,0.04552,5690.0,360.0,1,Yes,Semiurban,No
5949.222222222223,0.0,327.77777777777777,Graduate,Male,0.053194915254237286,0.0,360.0,0,No,Rural,No
5904.777777777777,3750.0,422.22222222222223,Graduate,Male,0.041625,6327.0,360.0,1,Yes,Rural,Yes
8488.222222222223,0.0,677.7777777777778,Graduate,Male,0.0375655737704918,9166.0,360.0,0,No,Urban,No
1967.111111111111,0.0,313.8888888888889,Not Graduate,Male,0.0201858407079646,2281.0,360.0,0,Yes,Rural,No
3115.1111111111113,0.0,138.88888888888889,Graduate,Male,0.06508,3254.0,360.0,1,No,Urban,No
36665.666666666664,0.0,3333.3333333333335,Graduate,Male,0.066665,0.0,180.0,1,Yes,Semiurban,No
5555.555555555556,0.0,444.44444444444446,Graduate,Male,0.0375,12000.0,360.0,1,Yes,Rural,No
9018.555555555555,0.0,519.4444444444445,Graduate,Male,0.05100534759358289,9538.0,360.0,1,Yes,Urban,No
4729.666666666667,2083.0,333.3333333333333,Graduate,Male,0.04219166666666667,5063.0,360.0,1,No,Rural,
9499.666666666666,5625.0,708.3333333333334,Graduate,Male,0.04003137254901961,10208.0,360.0,1,Yes,Semiurban,No
2631.777777777778,1041.0,272.22222222222223,Not Graduate,Male,0.02963265306122449,2904.0,360.0,1,Yes,Semiurban,No
7169.111111111111,0.0,763.8888888888889,Graduate,Male,0.02884727272727273,7933.0,360.0,0,Yes,Urban,No
4032.8888888888887,1280.0,336.1111111111111,Graduate,Male,0.03610743801652892,0.0,360.0,0,Yes,Semiurban,No
5175.111111111111,1447.0,438.8888888888889,Graduate,Male,0.035531645569620254,5614.0,360.0,1,Yes,Rural,No
8906.333333333334,0.0,416.6666666666667,Graduate,Male,0.12430666666666666,9323.0,180.0,1,Yes,Urban,No
,3166.0,,Graduate,Male,0.03776373626373626,6873.0,,1,Yes,Rural,No
4271.888888888889,0.0,311.1111111111111,Graduate,Female,0.040919642857142856,4583.0,360.0,0,Yes,Rural,No
5413.666666666667,3333.0,358.3333333333333,Graduate,Male,0.044744186046511626,5772.0,360.0,1,Yes,Rural,No
2105.75,0.0,131.25,Graduate,Male,0.03550793650793651,0.0,480.0,0,No,Semiurban,No
7444.444444444444,0.0,555.5555555555555,Graduate,Male,0.04,8000.0,360.0,1,Yes,Semiurban,No
3325.1111111111113,1769.0,263.8888888888889,Not Graduate,Male,0.03777894736842105,3589.0,360.0,1,Yes,Rural,
49429.666666666664,0.0,2333.3333333333335,Graduate,,0.07394714285714286,51763.0,300.0,1,Yes,Urban,No
3072.0,0.0,450.0,Not Graduate,Male,0.04348148148148148,3522.0,180.0,0,Yes,Rural,No
10813.555555555555,5625.0,519.4444444444445,Graduate,Male,0.06060427807486631,11333.0,360.0,1,Yes,Semiurban,No
4838.333333333333,736.0,241.66666666666666,Not Graduate,Male,0.05839080459770115,5080.0,360.0,0,Yes,Semiurban,Yes
5138.777777777777,1964.0,322.22222222222223,Graduate,Male,0.04707758620689655,5461.0,360.0,1,Yes,Rural,No
3383.4444444444443,1619.0,280.55555555555554,Graduate,Male,0.036277227722772275,3664.0,360.0,1,Yes,Rural,No
15441.0,11300.0,1375.0,Graduate,Male,0.033971717171717174,0.0,360.0,0,Yes,Semiurban,No
3427.777777777778,0.0,322.22222222222223,Graduate,Male,0.032327586206896554,3750.0,360.0,1,Yes,Semiurban,No
3571.5,1451.0,212.5,Not Graduate,Male,0.037098039215686274,0.0,480.0,0,No,Urban,No
13150.0,7250.0,500.0,Graduate,Male,0.07583333333333334,0.0,360.0,0,Yes,Urban,No
6792.888888888889,5063.0,186.11111111111111,Graduate,Male,0.10416417910447762,13958.0,360.0,0,No,Rural,No
4194.444444444444,0.0,405.55555555555554,Graduate,Male,0.06301369863013699,4600.0,180.0,1,Yes,Semiurban,No
33123.77777777778,0.0,722.2222222222222,Graduate,Male,0.13017692307692308,33846.0,360.0,0,Yes,Semiurban,No
3325.0,0.0,300.0,Graduate,Female,0.03356481481481482,3625.0,360.0,1,Yes,Semiurban,No
43563.666666666664,4750.0,333.3333333333333,Graduate,Male,0.36580833333333335,43897.0,360.0,1,Yes,Semiurban,Yes
1958.0,0.0,220.0,Graduate,Male,0.033,0.0,300.0,0,Yes,Rural,Yes
4359.888888888889,2138.0,161.11111111111111,Graduate,Male,0.07794827586206897,9042.0,360.0,1,Yes,Rural,No
5503.333333333333,5296.0,466.6666666666667,Graduate,,0.03553571428571429,5970.0,360.0,1,Yes,Rural,Yes
8283.555555555555,0.0,1044.4444444444443,Graduate,Male,0.049617021276595744,9328.0,180.0,1,Yes,Rural,No
4751.666666666667,0.0,133.33333333333334,Not Graduate,Male,0.10177083333333334,4885.0,360.0,1,No,Rural,No
11544.444444444445,0.0,455.55555555555554,Graduate,Male,0.07317073170731707,12000.0,360.0,0,No,Semiurban,No
5588.555555555556,0.0,444.44444444444446,Not Graduate,Male,0.03770625,6033.0,360.0,0,Yes,Urban,No
3646.8888888888887,0.0,211.11111111111111,Graduate,Male,0.05076315789473684,3858.0,360.0,1,No,Semiurban,No
3857.6666666666665,0.0,333.3333333333333,Graduate,Male,0.034925,4191.0,360.0,1,No,Rural,No
5235.777777777777,2583.0,472.22222222222223,Graduate,Male,0.03357647058823529,5708.0,360.0,0,Yes,Semiurban,No
11563.555555555555,3750.0,519.4444444444445,Graduate,Male,0.06461497326203208,12083.0,360.0,1,No,Rural,No
,2365.0,,Not Graduate,Female,0.0356,4272.0,,1,No,Urban,No
5918.111111111111,2816.0,313.8888888888889,Graduate,Female,0.05515044247787611,12464.0,360.0,1,Yes,Semiurban,No
10769.444444444445,0.0,230.55555555555554,Graduate,Male,0.13253012048192772,11000.0,360.0,0,No,Urban,Yes
4850.0,2500.0,250.0,Not Graduate,Male,0.056666666666666664,5100.0,360.0,1,Yes,Semiurban,No
4461.888888888889,0.0,461.1111111111111,Graduate,Male,0.029656626506024096,0.0,360.0,1,No,Semiurban,No
,0.0,,Not Graduate,Male,,3992.0,180.0,0,Yes,Urban,No
4208.0,1083.0,375.0,Not Graduate,Male,0.03394814814814815,4583.0,360.0,1,Yes,Urban,No
3572.5555555555557,0.0,344.44444444444446,Not Graduate,Male,0.031588709677419356,3917.0,360.0,1,Yes,Semiurban,No
4074.6666666666665,0.0,333.3333333333333,Not Graduate,Female,0.03673333333333333,4408.0,360.0,1,No,Semiurban,No
3021.777777777778,0.0,222.22222222222223,Graduate,Female,0.04055,3244.0,360.0,1,No,Urban,No
6353.222222222223,2531.0,152.77777777777777,Not Graduate,Male,0.11829090909090909,6506.0,360.0,1,No,Rural,No
2315.1111111111113,0.0,163.88888888888889,Graduate,Male,0.04201694915254237,2479.0,360.0,1,No,Urban,No
3065.222222222222,0.0,352.77777777777777,Graduate,Male,0.026913385826771653,3418.0,360.0,0,No,Semiurban,No
9405.555555555555,0.0,594.4444444444445,Graduate,Female,0.04672897196261682,10000.0,360.0,0,No,Semiurban,No
4324.444444444444,1250.0,355.55555555555554,Graduate,Male,0.0365625,0.0,360.0,0,Yes,Semiurban,No
7120.333333333333,0.0,666.6666666666666,Graduate,Male,0.032445833333333333,7787.0,360.0,1,Yes,Urban,Yes
5341.888888888889,0.0,361.1111111111111,Not Graduate,Male,0.04386923076923077,5703.0,360.0,1,Yes,Rural,Yes
5813.444444444444,3021.0,380.55555555555554,Graduate,Male,0.04521167883211679,6194.0,360.0,1,Yes,Urban,No
4555.222222222223,983.0,277.77777777777777,Not Graduate,Male,0.04833,4833.0,360.0,1,Yes,Semiurban,No
1575.0,1800.0,375.0,Graduate,Male,0.014444444444444444,1950.0,360.0,0,Yes,Rural,No
5138.111111111111,1775.0,363.8888888888889,Graduate,Male,0.042,5502.0,360.0,1,Yes,Semiurban,No
4800.0,0.0,200.0,Graduate,Male,0.06944444444444445,0.0,360.0,0,Yes,Semiurban,
6313.222222222223,2383.0,352.77777777777777,Graduate,Female,0.052488188976377956,13332.0,360.0,1,Yes,Semiurban,No
2054.3333333333335,0.0,166.66666666666666,Graduate,Male,0.03701666666666667,0.0,360.0,0,Yes,Urban,No
5403.777777777777,1717.0,322.22222222222223,Graduate,Male,0.049362068965517245,5726.0,360.0,1,Yes,Semiurban,No
5362.0,2791.0,400.0,Graduate,Male,0.04001388888888889,5762.0,360.0,1,No,Semiurban,No
,1010.0,,Graduate,Male,0.049074285714285716,8588.0,,1,Yes,Semiurban,No
5894.444444444444,0.0,355.55555555555554,Graduate,Male,0.048828125,6250.0,360.0,1,Yes,Semiurban,No
2777.777777777778,0.0,472.22222222222223,Graduate,Male,0.01911764705882353,3250.0,360.0,0,Yes,Rural,No
4351.666666666667,0.0,383.3333333333333,Not Graduate,Male,0.03431159420289855,4735.0,360.0,0,Yes,Urban,Yes
7361.666666666667,1695.0,583.3333333333334,Graduate,Male,0.03783333333333333,7945.0,360.0,1,Yes,Semiurban,No
4428.833333333333,0.0,329.1666666666667,Graduate,Male,0.03011392405063291,4758.0,480.0,1,,Semiurban,No
5844.444444444444,0.0,555.5555555555555,Graduate,Male,0.032,6400.0,360.0,1,No,Rural,Yes
4256.111111111111,2054.0,288.8888888888889,Graduate,Male,0.043701923076923076,4545.0,360.0,1,Yes,Semiurban,No
3482.6666666666665,0.0,233.33333333333334,Graduate,Male,0.08847619047619047,3716.0,180.0,1,Yes,Rural,
,2598.0,,Not Graduate,Male,0.048225,5787.0,,1,No,Rural,No
7555.222222222223,0.0,777.7777777777778,Graduate,Female,0.029760714285714286,8333.0,360.0,1,No,Semiurban,No
4545.111111111111,1779.0,388.8888888888889,Graduate,Male,0.035242857142857145,4934.0,360.0,1,Yes,Semiurban,No
6287.777777777777,1260.0,472.22222222222223,Graduate,Male,0.03976470588235294,6760.0,360.0,1,Yes,Rural,No
5037.666666666667,0.0,708.3333333333334,Graduate,Male,0.022533333333333332,11492.0,360.0,0,Yes,Urban,
3124.1111111111113,0.0,338.8888888888889,Graduate,Female,0.028385245901639343,6926.0,360.0,1,No,Urban,Yes
3500.8888888888887,0.0,311.1111111111111,Graduate,Female,0.03403571428571429,3812.0,360.0,1,No,Rural,No
3048.3333333333335,0.0,266.6666666666667,Graduate,Male,0.03453125,3315.0,360.0,1,Yes,Semiurban,No
10485.666666666666,5000.0,333.3333333333333,Graduate,Male,0.09015833333333333,10819.0,360.0,1,Yes,Rural,No
3715.222222222222,1983.0,777.7777777777778,Not Graduate,Male,0.032092857142857145,4493.0,180.0,0,Yes,Urban,No
6082.666666666666,5701.0,2583.3333333333335,Graduate,Male,0.05590967741935484,8666.0,60.0,1,No,Urban,No
7250.0,1300.0,300.0,Graduate,Male,0.0699074074074074,7550.0,360.0,1,Yes,Rural,Yes
7481.333333333333,4417.0,341.6666666666667,Not Graduate,Male,0.06360162601626017,7823.0,360.0,1,Yes,Semiurban,No
9716.333333333334,4333.0,666.6666666666666,Graduate,Male,0.086525,10383.0,180.0,0,No,Urban,Yes
